time,CO2,TVOC,CH2O,PM2.5,humidity,temperature,PM10,PM1.0,LUX,MCU,noise
15:51:21,431,80,34,25,4184,2630,48,22,780,3584,54
15:51:22,426,78,33,25,4184,2630,48,22,780,3584,53
15:51:23,425,76,32,26,4184,2630,46,23,780,3580,53
15:51:24,424,83,35,26,4185,2630,44,23,780,3597,53
15:51:25,431,83,35,26,4185,2629,42,23,780,3577,53
15:51:26,426,82,35,27,4186,2629,41,24,780,3564,53
15:51:27,435,80,34,27,4186,2628,41,22,780,3564,52
15:51:28,436,80,34,27,4186,2628,39,22,780,3564,54
15:51:29,429,81,34,26,4188,2629,38,21,780,3564,53
15:51:30,438,84,36,26,4189,2629,37,20,780,3553,53
15:51:31,433,80,34,26,4190,2629,35,20,780,3566,53
15:51:32,433,80,34,25,4190,2630,33,18,780,3580,54
15:51:33,433,79,33,25,4190,2630,32,18,780,3590,53
15:51:34,430,78,33,23,4190,2629,28,16,780,3584,83
15:51:35,438,85,36,21,4190,2630,26,15,780,3570,78
15:51:36,435,84,36,19,4191,2630,25,15,780,3570,80
15:51:37,438,83,35,18,4191,2629,27,15,780,3588,82
15:51:38,434,81,34,18,4192,2630,30,15,780,3594,82
15:51:39,437,81,34,19,4191,2631,34,17,780,3598,81
15:51:40,439,78,33,20,4191,2631,35,17,780,3588,79
15:51:41,436,79,33,20,4190,2631,34,17,780,3594,76
15:51:42,440,85,36,20,4189,2630,33,16,780,3584,63
15:51:43,433,85,36,18,4189,2630,31,14,780,3584,53
15:51:44,439,84,36,17,4188,2630,32,13,780,3577,53
15:51:45,440,83,35,17,4187,2629,33,12,780,3564,53
15:51:46,433,76,32,17,4186,2630,34,12,780,3564,53
15:51:47,440,79,33,16,4186,2631,33,11,780,3570,53
15:51:48,433,80,34,16,4186,2632,33,10,780,3570,54
15:51:49,438,84,36,16,4185,2632,32,9,780,3577,53
15:51:50,434,80,34,15,4186,2632,31,9,780,3577,53
15:51:51,434,80,34,15,4185,2632,30,9,780,3588,53
15:51:52,428,82,35,15,4185,2631,29,9,780,3594,54
15:51:53,432,84,36,15,4185,2631,28,10,780,3598,54
15:51:54,422,81,34,15,4184,2630,27,11,780,3594,53
15:51:55,426,80,34,15,4184,2630,27,12,780,3585,54
15:51:56,432,83,35,15,4185,2630,26,13,780,3592,54
15:51:57,428,78,33,15,4185,2631,26,14,780,3585,53
15:51:58,428,82,35,15,4185,2631,26,14,780,3574,53
15:51:59,430,84,36,15,4184,2631,27,15,780,3574,54
15:52:00,428,79,33,16,4183,2631,27,15,780,3578,53
15:52:01,425,78,33,16,4182,2630,27,15,780,3578,53
15:52:02,425,77,33,17,4182,2630,28,15,780,3578,53
15:52:03,432,84,36,17,4182,2630,28,15,780,3561,53
15:52:04,418,81,34,18,4181,2630,28,16,780,3564,54
15:52:05,429,81,34,18,4180,2630,28,16,780,3577,54
15:52:06,431,80,34,19,4180,2630,29,17,780,3577,53
15:52:07,413,79,33,19,4180,2629,29,17,780,3577,53
15:52:08,419,78,33,20,4180,2629,30,18,780,3577,54
15:52:09,422,80,34,21,4180,2630,32,19,780,3588,53
15:52:10,424,77,33,22,4180,2631,33,20,780,3598,54
15:52:11,426,82,35,23,4179,2631,36,21,780,3605,54
15:52:12,429,88,37,24,4179,2631,39,22,780,3612,53
15:52:13,429,88,37,25,4178,2631,42,23,780,3612,54
15:52:14,422,82,35,26,4177,2631,45,24,780,3612,53
15:52:15,417,80,34,27,4177,2632,48,25,780,3594,53
15:52:16,427,78,33,28,4177,2632,49,26,780,3577,54
15:52:17,418,80,34,29,4177,2632,50,27,780,3574,53
15:52:18,423,81,34,29,4177,2631,50,27,780,3574,53
15:52:19,419,77,33,30,4177,2630,49,28,780,3588,54
15:52:20,428,84,36,31,4176,2631,49,29,780,3590,53
15:52:21,426,82,35,31,4177,2630,49,29,780,3590,53
15:52:22,423,79,33,34,4178,2630,53,32,780,3577,53
15:52:23,425,82,35,40,4178,2631,61,38,780,3557,54
15:52:24,417,85,36,45,4178,2631,71,43,780,3557,53
15:52:25,423,81,34,53,4179,2631,85,49,780,3550,53
15:52:26,423,82,35,58,4179,2631,100,51,780,3557,53
15:52:27,424,80,34,62,4180,2632,110,51,780,3577,54
15:52:28,429,83,35,67,4181,2632,122,54,780,3584,53
15:52:29,424,82,35,71,4181,2631,128,55,780,3584,53
15:52:30,423,82,35,75,4181,2632,133,59,780,3570,53
15:52:31,430,80,34,78,4180,2631,139,62,780,3577,53
15:52:32,433,77,33,81,4180,2631,144,65,780,3584,53
15:52:33,430,78,33,84,4180,2632,149,70,780,3594,54
15:52:34,430,78,33,87,4181,2632,153,74,780,3584,53
15:52:35,437,85,36,90,4181,2633,157,81,780,3577,53
15:52:36,431,81,34,94,4181,2632,161,87,780,3580,54
15:52:37,433,83,35,97,4180,2633,168,92,780,3594,53
15:52:38,430,79,33,101,4180,2633,171,96,780,3601,53
15:52:39,431,83,35,104,4180,2632,176,99,780,3594,53
15:52:40,433,76,32,107,4181,2633,179,102,780,3590,54
15:52:41,429,83,35,110,4181,2633,182,104,780,3584,54
15:52:42,428,83,35,113,4181,2633,187,107,780,3584,53
15:52:43,434,80,34,116,4181,2633,191,107,780,3588,53
15:52:44,423,84,36,118,4181,2634,199,106,780,3570,54
15:52:45,425,81,34,120,4181,2634,205,106,780,3570,53
15:52:46,434,86,36,122,4181,2633,212,106,780,3589,53
15:52:47,430,83,35,124,4181,2633,216,108,780,3578,54
15:52:48,429,80,34,125,4182,2632,220,111,780,3582,53
15:52:49,423,77,33,127,4182,2632,224,112,780,3550,53
15:52:50,434,84,36,129,4182,2633,226,111,780,3553,53
15:52:51,425,80,34,130,4181,2634,230,110,780,3566,53
15:52:52,428,80,34,131,4180,2635,231,109,780,3586,53
15:52:53,435,86,36,132,4180,2635,232,107,780,3590,56
15:52:54,433,85,36,133,4179,2635,233,107,780,3594,53
15:52:55,433,84,36,133,4179,2634,232,107,780,3588,54
15:52:56,433,84,36,133,4178,2634,231,106,780,3588,54
15:52:57,427,84,36,134,4178,2634,229,105,780,3588,54
15:52:58,433,84,36,134,4176,2633,226,105,780,3581,53
15:52:59,432,78,33,134,4176,2633,224,107,780,3574,53
15:53:00,434,85,36,134,4176,2634,222,109,780,3581,53
15:53:01,435,80,34,134,4175,2634,220,110,780,3588,53
15:53:02,422,84,36,134,4175,2634,220,111,780,3588,53
15:53:03,434,83,35,134,4175,2634,223,111,780,3577,53
15:53:04,433,86,36,134,4173,2633,225,112,780,3577,53
15:53:05,426,82,35,135,4173,2634,228,113,780,3584,53
15:53:06,428,83,35,135,4172,2633,232,114,780,3590,54
15:53:07,428,82,35,136,4172,2633,232,114,780,3590,53
15:53:08,430,83,35,137,4171,2633,234,113,780,3590,53
15:53:09,427,84,36,137,4171,2633,233,112,780,3597,53
15:53:10,428,80,34,138,4170,2633,231,111,780,3601,54
15:53:11,431,88,37,138,4170,2634,226,112,780,3605,53
15:53:12,422,84,36,138,4170,2635,221,112,780,3592,53
15:53:13,427,83,35,138,4170,2636,219,109,780,3581,53
15:53:14,428,84,36,137,4170,2636,218,108,780,3574,54
15:53:15,432,85,36,137,4170,2636,220,106,780,3574,54
15:53:16,425,87,37,137,4170,2636,221,104,780,3585,53
15:53:17,426,80,34,137,4171,2636,219,105,780,3594,53
15:53:18,426,80,34,137,4171,2634,219,105,780,3612,54
15:53:19,426,81,34,136,4172,2635,217,103,780,3608,54
15:53:20,435,87,37,136,4172,2634,215,101,780,3594,53
15:53:21,423,79,33,136,4172,2634,213,100,780,3590,53
15:53:22,425,84,36,135,4172,2634,211,98,780,3573,53
15:53:23,431,80,34,135,4172,2634,209,99,780,3580,53
15:53:24,431,89,38,134,4172,2635,208,99,780,3577,53
15:53:25,427,86,36,133,4172,2634,209,98,780,3592,53
15:53:26,423,85,36,132,4172,2635,209,97,780,3588,54
15:53:27,428,86,36,131,4172,2635,208,96,780,3590,53
15:53:28,425,82,35,130,4173,2634,205,95,780,3580,53
15:53:29,431,85,36,128,4173,2634,199,94,780,3580,53
15:53:30,431,83,35,127,4174,2635,192,92,780,3584,54
15:53:31,428,83,35,124,4175,2634,183,87,780,3570,53
15:53:32,442,87,37,122,4176,2636,177,83,780,3577,54
15:53:33,437,81,34,120,4177,2636,174,83,780,3584,54
15:53:34,438,87,37,118,4178,2635,173,83,780,3601,53
15:53:35,431,85,36,117,4179,2636,178,84,780,3598,53
15:53:36,434,80,34,116,4181,2635,182,87,780,3602,53
15:53:37,439,83,35,116,4181,2635,188,89,780,3592,53
15:53:38,446,85,36,116,4180,2635,193,92,780,3594,54
15:53:39,446,85,36,116,4179,2635,197,97,780,3594,53
15:53:40,443,87,37,117,4175,2635,195,101,780,3588,53
15:53:41,447,86,36,117,4174,2635,190,102,780,3581,53
15:53:42,442,90,38,118,4173,2636,186,102,780,3570,54
15:53:43,435,88,37,118,4172,2635,181,100,780,3588,54
15:53:44,439,88,37,118,4173,2635,181,97,780,3594,54
15:53:45,434,87,37,118,4173,2635,184,96,780,3605,53
15:53:46,435,86,36,119,4173,2635,188,97,780,3605,53
15:53:47,434,85,36,119,4174,2635,195,97,780,3605,54
15:53:48,436,85,36,119,4173,2635,201,98,780,3594,53
15:53:49,427,83,35,120,4173,2635,208,102,780,3590,53
15:53:50,434,85,36,122,4173,2635,214,103,780,3590,54
15:53:51,434,90,38,123,4173,2635,219,105,780,3590,53
15:53:52,434,86,36,125,4174,2635,221,108,780,3577,53
15:53:53,434,86,36,126,4175,2636,220,109,780,3581,53
15:53:54,437,89,38,127,4175,2636,218,106,780,3574,54
15:53:55,433,84,36,128,4175,2636,215,104,780,3581,53
15:53:56,436,86,36,129,4176,2637,213,101,780,3577,53
15:53:57,434,88,37,128,4177,2636,209,96,780,3577,53
15:53:58,437,88,37,127,4178,2635,205,92,780,3588,53
15:53:59,433,86,36,126,4179,2636,200,88,780,3581,53
15:54:00,432,81,34,124,4179,2635,193,84,780,3574,53
15:54:01,432,81,34,123,4178,2636,185,82,780,3570,53
15:54:02,439,85,36,121,4177,2636,181,82,780,3577,54
15:54:03,430,82,35,119,4177,2636,177,81,780,3597,53
15:54:04,440,88,37,117,4177,2636,176,80,780,3597,53
15:54:05,435,86,36,115,4177,2636,176,80,780,3584,54
15:54:06,436,85,36,113,4177,2637,174,79,780,3584,54
15:54:07,439,83,35,112,4177,2635,174,81,780,3588,53
15:54:08,440,88,37,111,4177,2635,175,83,780,3605,53
15:54:09,440,89,38,111,4176,2635,176,86,780,3598,53
15:54:10,436,89,38,111,4176,2634,176,88,780,3594,53
15:54:11,439,88,37,111,4176,2635,175,89,780,3588,53
15:54:12,439,87,37,111,4176,2635,174,91,780,3588,52
15:54:13,433,84,36,111,4176,2635,175,91,780,3594,53
15:54:14,434,83,35,111,4176,2635,178,92,780,3588,54
15:54:15,430,84,36,111,4177,2635,181,92,780,3577,53
15:54:16,437,90,38,112,4177,2636,182,91,780,3570,53
15:54:17,435,84,36,112,4176,2636,182,88,780,3577,52
15:54:18,439,86,36,113,4176,2636,181,85,780,3581,53
15:54:19,426,85,36,113,4174,2636,181,83,780,3574,53
15:54:20,435,85,36,113,4173,2635,180,84,780,3574,54
15:54:21,424,85,36,113,4172,2636,179,85,780,3577,54
15:54:22,434,86,36,113,4172,2636,180,87,780,3590,54
15:54:23,434,86,36,113,4172,2637,178,89,780,3594,53
15:54:24,430,88,37,113,4173,2637,180,89,780,3613,54
15:54:25,431,91,39,113,4173,2638,180,90,780,3600,53
15:54:26,429,89,38,113,4173,2639,179,92,780,3589,53
15:54:27,431,89,38,113,4173,2639,181,94,780,3564,53
15:54:28,430,83,35,113,4172,2639,182,94,780,3570,53
15:54:29,432,82,35,114,4172,2639,181,94,780,3584,53
15:54:30,438,86,36,114,4172,2639,180,92,780,3590,54
15:54:31,434,83,35,115,4171,2638,179,90,780,3597,53
15:54:32,433,91,39,115,4170,2639,177,89,780,3597,53
15:54:33,434,90,38,114,4168,2638,175,87,780,3608,53
15:54:34,433,88,37,114,4168,2638,175,87,780,3608,53
15:54:35,430,85,36,113,4167,2638,169,84,780,3594,53
15:54:36,429,88,37,112,4167,2639,164,82,780,3581,53
15:54:37,431,85,36,111,4167,2639,161,80,780,3577,53
15:54:38,428,86,36,110,4168,2640,159,80,780,3570,53
15:54:39,431,81,34,109,4170,2641,158,80,780,3584,53
15:54:40,429,87,37,108,4170,2641,159,80,780,3588,53
15:54:41,433,86,36,107,4171,2641,159,80,780,3612,53
15:54:42,436,87,37,106,4172,2640,159,79,780,3605,53
15:54:43,431,85,36,106,4172,2640,160,78,780,3588,53
15:54:44,431,85,36,105,4172,2639,161,78,780,3564,54
15:54:45,434,88,37,104,4174,2639,159,76,780,3574,53
15:54:46,444,87,37,103,4175,2640,156,74,780,3574,53
15:54:47,433,88,37,102,4176,2640,153,72,780,3588,53
15:54:48,432,87,37,101,4177,2640,150,71,780,3588,53
15:54:49,437,85,36,100,4176,2641,149,70,780,3598,54
15:54:50,433,86,36,99,4177,2641,149,73,780,3598,54
15:54:51,433,91,39,98,4177,2641,150,74,780,3598,53
15:54:52,437,86,36,98,4177,2641,149,75,780,3605,53
15:54:53,436,85,36,97,4177,2641,149,77,780,3605,53
15:54:54,433,86,36,97,4177,2640,147,77,780,3588,53
15:54:55,433,88,37,97,4177,2640,145,77,780,3588,54
15:54:56,437,83,35,96,4177,2640,144,79,780,3570,53
15:54:57,446,86,36,96,4178,2639,142,80,780,3570,53
15:54:58,447,86,36,95,4178,2638,140,80,780,3584,54
15:54:59,444,92,39,95,4179,2640,138,79,780,3584,53
15:55:00,440,87,37,94,4180,2639,137,78,780,3577,54
15:55:01,446,92,39,94,4180,2639,140,78,780,3581,53
15:55:02,445,87,37,94,4181,2639,145,81,780,3594,53
15:55:03,443,85,36,94,4181,2639,150,83,780,3620,53
15:55:04,447,90,38,95,4181,2640,152,82,780,3616,53
15:55:05,443,90,38,95,4181,2640,152,80,780,3602,54
15:55:06,443,90,38,95,4180,2639,148,76,780,3584,53
15:55:07,450,92,39,94,4179,2638,147,73,780,3574,53
15:55:08,441,85,36,94,4177,2637,147,73,780,3592,53
15:55:09,443,87,37,94,4175,2639,144,71,780,3592,52
15:55:10,444,89,38,93,4174,2639,142,70,780,3594,53
15:55:11,441,85,36,92,4172,2640,139,68,780,3581,53
15:55:12,436,93,39,91,4172,2641,136,67,780,3588,52
15:55:13,436,91,39,90,4173,2641,137,67,780,3588,54
15:55:14,440,95,40,90,4174,2642,139,68,780,3590,53
15:55:15,431,83,35,89,4176,2642,139,69,780,3577,53
15:55:16,431,83,35,89,4176,2641,141,70,780,3588,53
15:55:17,439,91,39,89,4176,2641,140,70,780,3588,53
15:55:18,436,86,36,88,4176,2641,139,67,780,3581,59
15:55:19,436,87,37,87,4176,2640,135,65,780,3598,53
15:55:20,438,89,38,86,4176,2641,131,63,780,3588,53
15:55:21,440,85,36,85,4176,2642,126,61,780,3588,53
15:55:22,434,84,36,84,4176,2641,123,60,780,3570,53
15:55:23,432,90,38,83,4175,2641,121,59,780,3570,53
15:55:24,430,84,36,82,4174,2641,117,59,780,3577,53
15:55:25,434,88,37,81,4171,2639,115,57,780,3584,53
15:55:26,438,85,36,79,4169,2640,113,58,780,3594,53
15:55:27,438,85,36,78,4167,2640,113,58,780,3594,53
15:55:28,428,86,36,78,4166,2640,114,59,780,3588,53
15:55:29,431,79,33,77,4165,2640,112,60,780,3564,53
15:55:30,433,84,36,77,4165,2639,110,60,780,3564,54
15:55:31,434,84,36,76,4166,2639,106,58,780,3564,53
15:55:32,432,84,36,75,4167,2638,103,56,780,3584,53
15:55:33,434,89,38,74,4168,2639,100,54,780,3584,53
15:55:34,430,86,36,73,4171,2639,100,53,780,3590,53
15:55:35,432,85,36,72,4173,2640,100,52,780,3584,54
15:55:36,430,81,34,71,4175,2641,101,51,780,3570,53
15:55:37,437,86,36,70,4177,2642,105,51,780,3570,53
15:55:38,437,89,38,69,4177,2642,105,50,780,3570,53
15:55:39,433,85,36,68,4178,2641,107,50,780,3581,53
15:55:40,450,83,35,67,4179,2640,110,50,780,3588,53
15:55:41,441,87,37,67,4179,2640,109,50,780,3588,53
15:55:42,441,80,34,66,4179,2640,108,49,780,3570,53
15:55:43,444,92,39,66,4179,2641,109,49,780,3564,54
15:55:44,445,89,38,66,4179,2641,111,51,780,3574,53
15:55:45,443,88,37,66,4179,2642,116,54,780,3592,53
15:55:46,445,93,39,67,4179,2642,122,56,780,3612,53
15:55:47,438,86,36,68,4179,2642,126,57,780,3612,53
15:55:48,441,86,36,68,4179,2642,128,55,780,3601,53
15:55:49,441,86,36,69,4178,2641,131,56,780,3601,53
15:55:50,445,83,35,70,4178,2641,132,55,780,3609,54
15:55:51,442,90,38,70,4176,2641,130,55,780,3609,53
15:55:52,440,89,38,71,4175,2642,129,54,780,3613,54
15:55:53,439,84,36,70,4173,2642,123,51,780,3601,54
15:55:54,435,87,37,70,4172,2643,118,49,780,3601,53
15:55:55,435,91,39,69,4170,2642,115,47,780,3588,53
15:55:56,439,86,36,69,4169,2641,114,48,780,3581,54
15:55:57,435,93,39,69,4167,2642,112,49,780,3574,53
15:55:58,425,84,36,68,4165,2642,109,51,780,3577,54
15:55:59,435,89,38,68,4165,2644,107,52,780,3570,54
15:56:00,427,86,36,68,4165,2644,106,50,780,3570,53
15:56:01,428,91,39,67,4164,2645,106,49,780,3588,53
15:56:02,431,82,35,67,4162,2644,107,47,780,3581,53
15:56:03,422,86,36,66,4161,2644,109,47,780,3581,53
15:56:04,431,89,38,66,4160,2644,111,46,780,3557,53
15:56:05,426,82,35,65,4160,2642,113,46,780,3564,53
15:56:06,420,89,38,65,4160,2643,115,45,780,3570,53
15:56:07,422,88,37,64,4160,2643,116,44,780,3590,53
15:56:08,423,90,38,64,4159,2642,115,44,780,3597,53
15:56:09,420,82,35,64,4160,2643,114,43,780,3601,53
15:56:10,421,84,36,63,4159,2644,110,43,780,3584,53
15:56:11,421,84,36,63,4159,2642,106,42,780,3588,53
15:56:12,432,87,37,63,4159,2642,102,42,780,3577,53
15:56:13,420,83,35,62,4157,2643,97,41,780,3594,53
15:56:14,423,85,36,61,4157,2642,93,41,780,3590,53
15:56:15,424,86,36,61,4156,2643,89,42,780,3616,53
15:56:16,425,89,38,60,4156,2645,87,44,780,3609,53
15:56:17,424,82,35,60,4158,2644,86,47,780,3596,53
15:56:18,429,85,36,60,4159,2644,86,48,780,3573,53
15:56:19,424,83,35,60,4161,2644,87,49,780,3573,53
15:56:20,424,82,35,59,4162,2643,88,47,780,3573,53
15:56:21,423,84,36,59,4163,2644,87,45,780,3581,53
15:56:22,426,80,34,58,4163,2644,87,42,780,3581,53
15:56:23,429,82,35,57,4163,2644,86,40,780,3581,54
15:56:24,425,81,34,56,4163,2644,86,38,780,3588,53
15:56:25,428,82,35,55,4163,2644,88,35,780,3594,54
15:56:26,431,88,37,55,4163,2645,89,36,780,3588,53
15:56:27,426,87,37,55,4163,2644,91,38,780,3581,53
15:56:28,434,83,35,55,4163,2645,93,41,780,3564,53
15:56:29,435,84,36,55,4163,2644,94,44,780,3570,54
15:56:30,439,86,36,55,4163,2644,98,46,780,3577,53
15:56:31,425,88,37,56,4162,2644,102,47,780,3577,53
15:56:32,425,88,37,56,4163,2644,105,47,780,3577,54
15:56:33,426,85,36,56,4163,2644,104,47,780,3574,53
15:56:34,434,83,35,56,4164,2645,102,44,780,3574,53
15:56:35,422,82,35,55,4164,2645,99,41,780,3581,53
15:56:36,426,84,36,54,4164,2647,96,39,780,3570,53
15:56:37,420,84,36,54,4163,2646,95,37,780,3581,53
15:56:38,428,83,35,53,4163,2645,92,36,780,3578,53
15:56:39,428,87,37,52,4162,2644,88,37,780,3578,53
15:56:40,428,89,38,52,4163,2643,84,37,780,3585,53
15:56:41,430,83,35,51,4164,2644,81,37,780,3578,53
15:56:42,428,86,36,51,4164,2645,80,39,780,3592,53
15:56:43,426,86,36,51,4164,2645,80,41,780,3592,54
15:56:44,421,85,36,51,4164,2645,80,44,780,3592,53
15:56:45,422,88,37,51,4163,2644,80,47,780,3592,53
15:56:46,426,84,36,51,4162,2643,80,48,780,3578,53
15:56:47,424,81,34,51,4162,2642,81,50,780,3572,53
15:56:48,418,85,36,52,4161,2642,82,51,780,3578,54
15:56:49,428,87,37,53,4161,2643,84,52,780,3585,53
15:56:50,417,85,36,54,4159,2644,86,53,780,3588,53
15:56:51,414,81,34,55,4160,2645,85,53,780,3588,54
15:56:52,421,77,33,56,4158,2645,84,53,780,3594,53
15:56:53,419,80,34,56,4158,2644,83,51,780,3594,53
15:56:54,419,80,34,57,4157,2644,83,51,780,3584,53
15:56:55,419,84,36,57,4156,2644,84,49,780,3594,54
15:56:56,421,81,34,57,4156,2643,85,48,780,3588,53
15:56:57,422,84,36,57,4155,2644,84,47,780,3588,53
15:56:58,420,79,33,56,4156,2644,81,46,780,3596,53
15:56:59,422,77,33,56,4155,2642,81,45,780,3602,53
15:57:00,423,82,35,56,4155,2643,82,44,780,3592,53
15:57:01,426,79,33,56,4155,2643,83,44,780,3566,53
15:57:02,425,74,31,56,4154,2643,83,43,780,3553,53
15:57:03,418,87,37,56,4153,2644,82,43,780,3574,53
15:57:04,412,83,35,56,4153,2642,82,44,780,3564,53
15:57:05,417,80,34,56,4153,2642,84,44,780,3564,53
15:57:06,422,82,35,56,4153,2641,87,45,780,3577,53
15:57:07,425,84,36,56,4156,2642,89,45,780,3584,53
15:57:08,432,83,35,56,4159,2641,89,44,780,3620,53
15:57:09,432,82,35,56,4161,2642,91,42,780,3613,53
15:57:10,434,83,35,56,4163,2643,93,41,780,3596,53
15:57:11,433,84,36,55,4164,2642,93,38,780,3588,53
15:57:12,437,84,36,55,4166,2643,93,37,780,3598,53
15:57:13,444,84,36,55,4168,2642,91,37,780,3624,53
15:57:14,439,84,36,54,4169,2642,86,35,780,3613,53
15:57:15,449,86,36,53,4170,2641,83,34,780,3596,53
15:57:16,449,86,36,52,4170,2641,81,34,780,3570,53
15:57:17,436,83,35,51,4170,2642,78,32,780,3557,53
15:57:18,444,87,37,50,4169,2643,78,32,780,3564,53
15:57:19,445,82,35,50,4169,2644,78,32,780,3577,53
15:57:20,440,89,38,49,4169,2644,76,31,780,3590,53
15:57:21,437,83,35,48,4168,2643,75,29,780,3609,53
15:57:22,445,89,38,47,4167,2644,76,29,780,3600,54
15:57:23,444,92,39,46,4165,2643,77,27,780,3604,52
15:57:24,438,89,38,46,4163,2642,78,26,780,3572,54
15:57:25,437,86,36,45,4161,2642,77,27,780,3578,53
15:57:26,436,87,37,44,4160,2642,75,27,780,3578,53
15:57:27,431,90,38,43,4160,2642,73,26,780,3578,52
15:57:28,428,86,36,43,4159,2643,72,27,780,3581,53
15:57:29,425,80,34,42,4159,2644,72,29,780,3584,53
15:57:30,427,81,34,42,4158,2644,72,29,780,3586,53
15:57:31,433,85,36,42,4157,2643,70,31,780,3590,53
15:57:32,426,83,35,42,4158,2642,70,31,780,3577,53
15:57:33,430,87,37,42,4157,2642,70,32,780,3560,53
15:57:34,428,79,33,42,4158,2642,73,33,780,3577,53
15:57:35,433,83,35,42,4158,2643,74,34,780,3577,53
15:57:36,423,80,34,42,4157,2644,74,35,780,3581,54
15:57:37,431,78,33,42,4157,2644,72,34,780,3581,53
15:57:38,431,78,33,42,4158,2644,69,33,780,3581,53
15:57:39,430,85,36,42,4157,2643,68,32,780,3588,53
15:57:40,426,83,35,41,4157,2644,66,31,780,3570,53
15:57:41,418,78,33,41,4156,2643,64,32,780,3588,53
15:57:42,418,80,34,41,4156,2644,61,32,780,3574,52
15:57:43,422,83,35,40,4155,2644,59,31,780,3574,52
15:57:44,414,80,34,40,4154,2643,59,30,780,3557,53
15:57:45,418,81,34,39,4155,2643,59,30,780,3570,54
15:57:46,423,76,32,39,4153,2643,60,31,780,3570,53
15:57:47,418,75,32,39,4153,2643,60,32,780,3581,53
15:57:48,424,80,34,39,4153,2644,60,34,780,3574,53
15:57:49,415,83,35,39,4153,2644,60,35,780,3574,53
15:57:50,414,82,35,39,4152,2644,60,36,780,3578,53
15:57:51,409,79,33,39,4151,2645,61,36,780,3561,53
15:57:52,414,86,36,39,4150,2645,61,37,780,3574,53
15:57:53,419,84,36,40,4150,2645,62,38,780,3584,53
15:57:54,408,81,34,40,4150,2644,64,39,780,3590,53
15:57:55,417,77,33,41,4151,2644,66,40,780,3584,53
15:57:56,414,79,33,42,4151,2645,68,40,780,3584,54
15:57:57,419,79,33,43,4152,2646,68,41,780,3590,53
15:57:58,412,84,36,43,4154,2645,68,41,780,3584,53
15:57:59,411,82,35,43,4154,2645,68,41,780,3570,53
15:58:00,411,82,35,44,4153,2645,68,41,780,3570,53
15:58:01,412,82,35,44,4153,2645,70,41,780,3581,53
15:58:02,412,78,33,45,4151,2645,71,41,780,3574,53
15:58:03,417,85,36,45,4150,2646,71,40,780,3593,53
15:58:04,413,79,33,45,4149,2646,71,38,780,3596,53
15:58:05,410,80,34,46,4148,2646,72,36,780,3609,53
15:58:06,411,77,33,45,4148,2647,72,34,780,3584,52
15:58:07,410,76,32,45,4148,2647,72,33,780,3577,53
15:58:08,419,82,35,45,4147,2646,72,31,780,3581,52
15:58:09,413,81,34,44,4147,2645,72,29,780,3581,53
15:58:10,413,79,33,44,4147,2645,72,27,780,3581,54
15:58:11,410,79,33,43,4146,2645,72,26,780,3570,53
15:58:12,405,80,34,43,4144,2644,71,27,780,3560,53
15:58:13,415,79,33,42,4143,2645,69,28,780,3577,53
15:58:14,403,76,32,42,4142,2645,68,31,780,3588,53
15:58:15,419,84,36,42,4142,2646,67,34,780,3598,53
15:58:16,412,81,34,42,4142,2647,69,35,780,3574,53
15:58:17,407,78,33,42,4141,2647,70,36,780,3574,53
15:58:18,414,85,36,47,4141,2648,70,37,780,3589,53
15:58:19,405,84,36,47,4141,2647,69,38,780,3609,52
15:58:20,407,78,33,46,4141,2647,68,38,780,3609,53
15:58:21,407,78,33,47,4141,2647,71,37,780,3584,52
15:58:22,413,77,33,47,4141,2647,73,36,780,3577,53
15:58:23,408,78,33,47,4141,2648,75,35,780,3584,53
15:58:24,408,80,34,47,4141,2648,74,35,780,3577,53
15:58:25,403,85,36,45,4140,2648,72,36,780,3577,53
15:58:26,411,81,34,46,4139,2648,70,35,780,3570,53
15:58:27,412,81,34,45,4139,2647,68,34,780,3584,53
15:58:28,413,79,33,46,4139,2647,69,33,780,3594,53
15:58:29,402,76,32,46,4140,2647,67,31,780,3594,52
15:58:30,408,76,32,45,4140,2646,66,29,780,3601,53
15:58:31,406,74,31,46,4140,2646,65,28,780,3594,53
15:58:32,409,78,33,43,4140,2646,64,27,780,3594,52
15:58:33,404,81,34,44,4140,2647,65,26,780,3577,53
15:58:34,405,71,30,43,4139,2648,66,26,780,3564,53
15:58:35,411,75,32,43,4139,2649,68,26,780,3553,53
15:58:36,412,77,33,43,4140,2649,68,27,780,3570,53
15:58:37,416,74,31,42,4140,2649,68,28,780,3588,53
15:58:38,403,77,33,43,4139,2648,68,28,780,3598,53
15:58:39,410,78,33,42,4139,2648,66,29,780,3605,53
15:58:40,410,74,31,42,4140,2648,65,29,780,3581,53
15:58:41,411,77,33,42,4140,2647,63,28,780,3577,53
15:58:42,412,82,35,41,4140,2648,63,26,780,3577,53
15:58:43,412,82,35,42,4139,2647,60,26,780,3573,53
15:58:44,412,80,34,41,4139,2647,57,25,780,3573,53
15:58:45,413,81,34,40,4139,2648,55,24,780,3566,53
15:58:46,411,80,34,40,4138,2648,52,24,780,3584,53
15:58:47,410,80,34,38,4138,2649,51,24,780,3577,53
15:58:48,411,82,35,39,4137,2648,51,24,780,3584,53
15:58:49,407,79,33,38,4135,2648,51,27,780,3577,53
